timestamp,temperature_C,humidity_%
2025-08-01 03:40:00,41.46,42.05
2025-08-01 03:42:00,41.77,48.63
2025-08-01 03:44:00,40.27,46.44
2025-08-01 03:46:00,40.24,43.62
2025-08-01 03:48:00,40.17,49.05
2025-08-01 03:50:00,43.38,43.01
2025-08-01 03:52:00,42.39,43.08
2025-08-01 03:54:00,41.66,48.35
2025-08-01 03:56:00,43.16,45.94
2025-08-01 03:58:00,42.31,46.01
2025-08-01 04:00:00,41.98,46.59
2025-08-01 04:02:00,41.41,43.35
2025-08-01 04:04:00,44.4,42.88
2025-08-01 04:06:00,42.89,47.26
2025-08-01 04:08:00,45.87,41.98
2025-08-01 04:10:00,41.41,42.83
2025-08-01 04:12:00,42.73,44.23
2025-08-01 04:14:00,44.47,42.4
2025-08-01 04:16:00,42.47,45.05
2025-08-01 04:18:00,42.04,47.71
2025-08-01 04:20:00,44.35,41.62
2025-08-01 04:22:00,45.21,49.46
2025-08-01 04:24:00,42.8,44.63
2025-08-01 04:26:00,42.8,49.72
2025-08-01 04:28:00,46.06,41.59
2025-08-01 04:30:00,43.58,47.57
2025-08-01 04:32:00,44.9,44.49
2025-08-01 04:34:00,43.82,40.54
2025-08-01 04:36:00,43.07,43.53
2025-08-01 04:38:00,42.48,49.74
2025-08-01 04:40:00,41.68,45.48
2025-08-01 04:42:00,41.65,46.41
2025-08-01 04:44:00,41.33,50.97
2025-08-01 04:46:00,41.42,46.51
2025-08-01 04:48:00,43.96,43.36
2025-08-01 04:50:00,42.5,45.51
2025-08-01 04:52:00,42.65,44.5
2025-08-01 04:54:00,42.98,46.16
2025-08-01 04:56:00,42.25,39.97
2025-08-01 04:58:00,42.1,36.47
2025-08-01 05:00:00,42.37,43.91
2025-08-01 05:02:00,42.91,42.32
2025-08-01 05:04:00,41.87,42.04
2025-08-01 05:06:00,46.01,45.39
2025-08-01 05:08:00,45.1,44.79
2025-08-01 05:10:00,46.57,38.61
2025-08-01 05:12:00,43.38,44.43
2025-08-01 05:14:00,46.0,43.29
2025-08-01 05:16:00,43.17,37.85
2025-08-01 05:18:00,44.44,45.74
2025-08-01 05:20:00,44.92,36.96
2025-08-01 05:22:00,44.8,43.32
2025-08-01 05:24:00,44.18,41.18
2025-08-01 05:26:00,41.5,46.52
2025-08-01 05:28:00,43.94,39.43
2025-08-01 05:30:00,43.53,42.74
2025-08-01 05:32:00,45.28,43.74
2025-08-01 05:34:00,45.29,43.06
2025-08-01 05:36:00,44.72,42.33
2025-08-01 05:38:00,45.54,38.86
2025-08-01 05:40:00,43.42,43.95
2025-08-01 05:42:00,43.72,46.24
2025-08-01 05:44:00,46.63,38.07
2025-08-01 05:46:00,44.01,44.28
2025-08-01 05:48:00,44.65,43.59
2025-08-01 05:50:00,41.8,39.17
2025-08-01 05:52:00,46.19,44.68
2025-08-01 05:54:00,41.93,39.46
2025-08-01 05:56:00,44.7,42.4
2025-08-01 05:58:00,40.98,44.12
2025-08-01 06:00:00,43.2,45.61
2025-08-01 06:02:00,44.4,43.51
2025-08-01 06:04:00,44.92,40.04
2025-08-01 06:06:00,43.18,47.85
2025-08-01 06:08:00,44.64,45.3
2025-08-01 06:10:00,46.06,42.86
2025-08-01 06:12:00,44.36,38.12
2025-08-01 06:14:00,47.74,39.24
2025-08-01 06:16:00,44.16,41.38
2025-08-01 06:18:00,45.43,39.97
2025-08-01 06:20:00,42.07,45.08
2025-08-01 06:22:00,43.64,42.43
2025-08-01 06:24:00,45.26,38.84
2025-08-01 06:26:00,43.38,42.12
2025-08-01 06:28:00,44.82,40.53
2025-08-01 06:30:00,43.72,38.49
2025-08-01 06:32:00,45.29,50.05
2025-08-01 06:34:00,45.41,41.25
2025-08-01 06:36:00,44.88,40.51
2025-08-01 06:38:00,44.86,43.76
2025-08-01 06:40:00,44.55,41.76
2025-08-01 06:42:00,45.22,36.33
2025-08-01 06:44:00,45.16,46.11
2025-08-01 06:46:00,44.39,41.78
2025-08-01 06:48:00,46.37,36.22
2025-08-01 06:50:00,43.16,37.43
2025-08-01 06:52:00,44.66,44.19
2025-08-01 06:54:00,44.58,43.73
2025-08-01 06:56:00,44.29,40.25
2025-08-01 06:58:00,43.53,46.43
2025-08-01 07:00:00,49.1,38.23
2025-08-01 07:02:00,47.2,38.39
2025-08-01 07:04:00,43.95,38.92
2025-08-01 07:06:00,47.87,43.43
2025-08-01 07:08:00,44.31,47.26
2025-08-01 07:10:00,45.64,45.2
2025-08-01 07:12:00,45.69,39.61
2025-08-01 07:14:00,46.32,41.65
2025-08-01 07:16:00,46.32,42.91
2025-08-01 07:18:00,46.2,38.05
2025-08-01 07:20:00,45.59,43.8
2025-08-01 07:22:00,46.8,35.84
2025-08-01 07:24:00,46.1,38.61
2025-08-01 07:26:00,48.33,38.3
2025-08-01 07:28:00,46.61,42.71
2025-08-01 07:30:00,49.08,38.14
2025-08-01 07:32:00,44.15,45.69
2025-08-01 07:34:00,48.38,47.14
2025-08-01 07:36:00,45.36,42.26
2025-08-01 07:38:00,44.68,42.37
2025-08-01 07:40:00,45.1,47.72
2025-08-01 07:42:00,48.65,45.51
2025-08-01 07:44:00,46.88,36.9
2025-08-01 07:46:00,47.29,39.64
2025-08-01 07:48:00,49.04,39.32
2025-08-01 07:50:00,45.92,41.61
2025-08-01 07:52:00,48.94,38.97
2025-08-01 07:54:00,43.12,46.22
2025-08-01 07:56:00,43.65,41.34
2025-08-01 07:58:00,46.72,40.67
2025-08-01 08:00:00,47.37,45.53
2025-08-01 08:02:00,46.61,43.04
2025-08-01 08:04:00,44.26,40.48
2025-08-01 08:06:00,46.24,40.66
2025-08-01 08:08:00,47.03,38.17
2025-08-01 08:10:00,47.5,52.47
2025-08-01 08:12:00,47.97,37.21
2025-08-01 08:14:00,47.96,45.14
2025-08-01 08:16:00,46.94,41.09
2025-08-01 08:18:00,47.67,45.37
2025-08-01 08:20:00,47.44,45.7
2025-08-01 08:22:00,48.0,40.25
2025-08-01 08:24:00,49.31,39.83
2025-08-01 08:26:00,48.71,43.33
2025-08-01 08:28:00,49.46,44.73
2025-08-01 08:30:00,45.46,46.94
2025-08-01 08:32:00,48.34,36.74
2025-08-01 08:34:00,48.03,42.79
2025-08-01 08:36:00,48.56,46.78
2025-08-01 08:38:00,46.49,42.77
2025-08-01 08:40:00,48.94,42.68
2025-08-01 08:42:00,47.85,47.26
2025-08-01 08:44:00,46.09,39.6
2025-08-01 08:46:00,47.7,41.44
2025-08-01 08:48:00,46.49,43.38
2025-08-01 08:50:00,43.84,45.77
2025-08-01 08:52:00,49.52,44.33
2025-08-01 08:54:00,50.89,38.81
2025-08-01 08:56:00,46.86,38.08
2025-08-01 08:58:00,44.9,41.64
2025-08-01 09:00:00,48.5,40.34
2025-08-01 09:02:00,48.85,40.56
2025-08-01 09:04:00,47.58,38.18
2025-08-01 09:06:00,47.43,43.15
2025-08-01 09:08:00,44.89,41.74
2025-08-01 09:10:00,48.92,44.6
2025-08-01 09:12:00,50.0,42.01
2025-08-01 09:14:00,48.11,42.09
2025-08-01 09:16:00,50.61,38.58
2025-08-01 09:18:00,50.45,39.68
2025-08-01 09:20:00,49.6,36.07
2025-08-01 09:22:00,47.02,43.03
2025-08-01 09:24:00,47.56,41.81
2025-08-01 09:26:00,48.5,44.36
2025-08-01 09:28:00,48.14,42.49
2025-08-01 09:30:00,49.48,41.92
2025-08-01 09:32:00,48.43,44.08
2025-08-01 09:34:00,49.05,43.28
2025-08-01 09:36:00,45.56,46.11
2025-08-01 09:38:00,50.16,47.71
2025-08-01 09:40:00,48.54,44.38
2025-08-01 09:42:00,49.45,41.73
2025-08-01 09:44:00,45.89,47.68
2025-08-01 09:46:00,50.19,43.37
2025-08-01 09:48:00,47.8,43.04
2025-08-01 09:50:00,49.61,33.75
2025-08-01 09:52:00,47.09,45.29
2025-08-01 09:54:00,50.21,42.69
2025-08-01 09:56:00,49.32,44.21
2025-08-01 09:58:00,48.6,41.36
2025-08-01 10:00:00,46.04,45.04
2025-08-01 10:02:00,46.82,43.56
2025-08-01 10:04:00,48.79,38.32
2025-08-01 10:06:00,44.54,47.08
2025-08-01 10:08:00,49.82,44.99
2025-08-01 10:10:00,47.79,43.15
2025-08-01 10:12:00,48.65,43.75
2025-08-01 10:14:00,47.25,43.21
2025-08-01 10:16:00,50.05,43.64
2025-08-01 10:18:00,50.58,46.03
2025-08-01 10:20:00,50.19,46.9
2025-08-01 10:22:00,48.83,41.29
2025-08-01 10:24:00,50.37,39.54
2025-08-01 10:26:00,50.11,40.24
2025-08-01 10:28:00,48.6,46.56
2025-08-01 10:30:00,48.5,40.95
2025-08-01 10:32:00,49.39,46.41
2025-08-01 10:34:00,50.61,45.14
2025-08-01 10:36:00,65.87,24.46
2025-08-01 10:38:00,48.74,48.44
2025-08-01 10:40:00,49.56,49.04
2025-08-01 10:42:00,47.52,42.22
2025-08-01 10:44:00,50.49,46.46
2025-08-01 10:46:00,50.94,42.76
2025-08-01 10:48:00,47.23,45.51
2025-08-01 10:50:00,45.56,50.78
2025-08-01 10:52:00,48.9,46.88
2025-08-01 10:54:00,47.41,45.8
2025-08-01 10:56:00,49.72,43.85
2025-08-01 10:58:00,47.4,45.68
2025-08-01 11:00:00,47.88,47.32
2025-08-01 11:02:00,53.47,42.29
2025-08-01 11:04:00,48.93,49.68
2025-08-01 11:06:00,48.49,49.24
2025-08-01 11:08:00,50.22,42.21
2025-08-01 11:10:00,49.77,46.89
2025-08-01 11:12:00,49.64,47.79
2025-08-01 11:14:00,51.17,43.41
2025-08-01 11:16:00,50.14,47.15
2025-08-01 11:18:00,46.66,47.64
2025-08-01 11:20:00,48.55,45.13
2025-08-01 11:22:00,50.67,41.98
2025-08-01 11:24:00,49.39,47.04
2025-08-01 11:26:00,52.72,47.31
2025-08-01 11:28:00,50.82,40.54
2025-08-01 11:30:00,51.16,44.9
2025-08-01 11:32:00,50.66,47.24
2025-08-01 11:34:00,50.37,46.85
2025-08-01 11:36:00,51.08,48.48
2025-08-01 11:38:00,47.1,45.59
2025-08-01 11:40:00,50.51,46.98
2025-08-01 11:42:00,48.86,43.54
2025-08-01 11:44:00,51.7,44.96
2025-08-01 11:46:00,47.85,42.8
2025-08-01 11:48:00,49.47,41.08
2025-08-01 11:50:00,51.28,48.57
2025-08-01 11:52:00,49.96,44.92
2025-08-01 11:54:00,50.87,47.92
2025-08-01 11:56:00,48.02,44.1
2025-08-01 11:58:00,48.52,46.04
2025-08-01 12:00:00,51.31,44.18
2025-08-01 12:02:00,50.74,47.14
2025-08-01 12:04:00,47.39,50.54
2025-08-01 12:06:00,49.72,46.86
2025-08-01 12:08:00,52.32,51.09
2025-08-01 12:10:00,49.06,46.23
2025-08-01 12:12:00,49.56,48.74
2025-08-01 12:14:00,50.59,44.27
2025-08-01 12:16:00,51.9,53.7
2025-08-01 12:18:00,48.43,49.71
2025-08-01 12:20:00,48.73,50.47
2025-08-01 12:22:00,48.83,51.57
2025-08-01 12:24:00,51.0,47.43
2025-08-01 12:26:00,54.23,49.85
2025-08-01 12:28:00,49.41,48.36
2025-08-01 12:30:00,50.62,56.82
2025-08-01 12:32:00,52.81,41.8
2025-08-01 12:34:00,51.13,50.31
2025-08-01 12:36:00,48.68,43.37
2025-08-01 12:38:00,47.85,46.7
2025-08-01 12:40:00,53.18,47.53
2025-08-01 12:42:00,48.67,47.93
2025-08-01 12:44:00,51.58,45.29
2025-08-01 12:46:00,54.15,42.27
2025-08-01 12:48:00,50.51,47.76
2025-08-01 12:50:00,48.37,48.66
2025-08-01 12:52:00,51.15,40.73
2025-08-01 12:54:00,47.05,50.7
2025-08-01 12:56:00,51.33,49.66
2025-08-01 12:58:00,51.18,49.56
2025-08-01 13:00:00,49.63,53.21
2025-08-01 13:02:00,50.66,50.98
2025-08-01 13:04:00,48.09,51.11
2025-08-01 13:06:00,49.47,45.48
2025-08-01 13:08:00,51.03,52.64
2025-08-01 13:10:00,47.83,48.18
2025-08-01 13:12:00,50.53,50.98
2025-08-01 13:14:00,50.74,44.35
2025-08-01 13:16:00,50.83,50.01
2025-08-01 13:18:00,50.88,50.19
2025-08-01 13:20:00,49.5,48.31
2025-08-01 13:22:00,50.83,53.43
2025-08-01 13:24:00,50.41,52.38
2025-08-01 13:26:00,50.29,46.07
2025-08-01 13:28:00,50.95,51.59
2025-08-01 13:30:00,52.91,48.39
2025-08-01 13:32:00,50.19,47.15
2025-08-01 13:34:00,52.15,50.86
2025-08-01 13:36:00,50.05,45.13
2025-08-01 13:38:00,49.88,47.78
2025-08-01 13:40:00,51.17,47.02
2025-08-01 13:42:00,50.25,51.68
2025-08-01 13:44:00,49.29,46.77
2025-08-01 13:46:00,49.22,49.72
2025-08-01 13:48:00,48.2,46.56
2025-08-01 13:50:00,50.3,47.51
2025-08-01 13:52:00,50.33,44.12
2025-08-01 13:54:00,49.24,44.24
2025-08-01 13:56:00,52.25,47.46
2025-08-01 13:58:00,49.39,53.08
2025-08-01 14:00:00,50.38,49.41
2025-08-01 14:02:00,52.06,55.61
2025-08-01 14:04:00,49.98,47.95
2025-08-01 14:06:00,47.73,54.02
2025-08-01 14:08:00,48.28,53.21
2025-08-01 14:10:00,49.73,55.09
2025-08-01 14:12:00,48.19,49.84
2025-08-01 14:14:00,45.54,51.74
2025-08-01 14:16:00,49.09,44.41
2025-08-01 14:18:00,45.94,57.67
2025-08-01 14:20:00,48.78,53.04
2025-08-01 14:22:00,48.96,53.09
2025-08-01 14:24:00,49.94,55.98
2025-08-01 14:26:00,49.6,53.34
2025-08-01 14:28:00,48.2,55.61
2025-08-01 14:30:00,48.86,50.97
2025-08-01 14:32:00,49.94,51.72
2025-08-01 14:34:00,49.71,42.95
2025-08-01 14:36:00,47.72,58.17
2025-08-01 14:38:00,47.71,51.1
2025-08-01 14:40:00,46.26,53.24
2025-08-01 14:42:00,51.02,51.6
2025-08-01 14:44:00,50.73,51.36
2025-08-01 14:46:00,47.73,60.4
2025-08-01 14:48:00,49.23,52.02
2025-08-01 14:50:00,46.19,50.91
2025-08-01 14:52:00,49.91,46.55
2025-08-01 14:54:00,48.8,54.83
2025-08-01 14:56:00,51.56,48.78
2025-08-01 14:58:00,49.28,53.35
2025-08-01 15:00:00,48.74,56.06
2025-08-01 15:02:00,47.97,55.23
2025-08-01 15:04:00,46.64,51.93
2025-08-01 15:06:00,46.4,54.36
2025-08-01 15:08:00,46.65,56.86
2025-08-01 15:10:00,49.05,55.66
2025-08-01 15:12:00,49.63,54.72
2025-08-01 15:14:00,48.33,54.61
2025-08-01 15:16:00,48.84,55.02
2025-08-01 15:18:00,47.66,56.23
2025-08-01 15:20:00,46.27,56.41
2025-08-01 15:22:00,49.28,54.56
2025-08-01 15:24:00,47.54,53.15
2025-08-01 15:26:00,47.86,56.38
2025-08-01 15:28:00,48.18,54.26
2025-08-01 15:30:00,49.58,53.34
2025-08-01 15:32:00,47.31,53.02
2025-08-01 15:34:00,44.25,55.56
2025-08-01 15:36:00,47.81,54.83
2025-08-01 15:38:00,48.78,53.51
2025-08-01 15:40:00,47.21,53.03
2025-08-01 15:42:00,46.46,54.71
2025-08-01 15:44:00,49.79,58.56
2025-08-01 15:46:00,49.93,47.82
2025-08-01 15:48:00,46.73,53.53
2025-08-01 15:50:00,50.07,54.72
2025-08-01 15:52:00,46.18,54.05
2025-08-01 15:54:00,48.94,51.57
2025-08-01 15:56:00,48.04,47.98
2025-08-01 15:58:00,47.01,55.57
2025-08-01 16:00:00,47.94,64.09
2025-08-01 16:02:00,48.45,53.5
2025-08-01 16:04:00,58.05,72.06
2025-08-01 16:06:00,45.74,60.54
2025-08-01 16:08:00,47.47,56.44
2025-08-01 16:10:00,46.58,60.56
2025-08-01 16:12:00,45.95,55.6
2025-08-01 16:14:00,46.93,56.28
2025-08-01 16:16:00,49.6,55.37
2025-08-01 16:18:00,48.26,53.36
2025-08-01 16:20:00,50.08,54.59
2025-08-01 16:22:00,47.04,57.28
2025-08-01 16:24:00,47.34,52.82
2025-08-01 16:26:00,45.94,59.46
2025-08-01 16:28:00,49.46,51.42
2025-08-01 16:30:00,45.87,61.01
2025-08-01 16:32:00,46.56,55.06
2025-08-01 16:34:00,47.8,53.16
2025-08-01 16:36:00,45.12,53.84
2025-08-01 16:38:00,48.0,55.45
2025-08-01 16:40:00,47.13,53.18
2025-08-01 16:42:00,47.88,59.42
2025-08-01 16:44:00,44.72,55.33
2025-08-01 16:46:00,48.59,60.33
2025-08-01 16:48:00,48.02,54.32
2025-08-01 16:50:00,48.46,48.66
2025-08-01 16:52:00,46.59,55.78
2025-08-01 16:54:00,45.65,54.76
2025-08-01 16:56:00,47.79,60.56
2025-08-01 16:58:00,50.47,56.85
2025-08-01 17:00:00,46.17,61.11
2025-08-01 17:02:00,45.46,54.35
2025-08-01 17:04:00,46.7,53.67
2025-08-01 17:06:00,46.35,52.09
2025-08-01 17:08:00,46.65,57.27
2025-08-01 17:10:00,47.67,50.01
2025-08-01 17:12:00,45.85,57.62
2025-08-01 17:14:00,45.08,53.07
2025-08-01 17:16:00,48.01,55.81
2025-08-01 17:18:00,46.04,57.8
2025-08-01 17:20:00,48.49,52.65
2025-08-01 17:22:00,45.6,58.22
2025-08-01 17:24:00,45.25,63.68
2025-08-01 17:26:00,45.52,54.15
2025-08-01 17:28:00,45.66,53.15
2025-08-01 17:30:00,47.03,61.41
2025-08-01 17:32:00,44.41,56.82
2025-08-01 17:34:00,43.21,58.31
2025-08-01 17:36:00,46.34,53.68
2025-08-01 17:38:00,46.89,60.96
2025-08-01 17:40:00,44.44,59.07
2025-08-01 17:42:00,48.89,51.54
2025-08-01 17:44:00,48.59,54.0
2025-08-01 17:46:00,49.97,50.49
2025-08-01 17:48:00,46.8,56.5
2025-08-01 17:50:00,47.94,54.41
2025-08-01 17:52:00,45.92,57.66
2025-08-01 17:54:00,48.01,59.16
2025-08-01 17:56:00,45.45,59.74
2025-08-01 17:58:00,46.77,56.69
2025-08-01 18:00:00,43.32,59.35
2025-08-01 18:02:00,45.44,59.35
2025-08-01 18:04:00,44.88,65.42
2025-08-01 18:06:00,47.15,52.6
2025-08-01 18:08:00,46.1,60.28
2025-08-01 18:10:00,46.48,57.3
2025-08-01 18:12:00,48.33,57.61
2025-08-01 18:14:00,46.74,61.03
2025-08-01 18:16:00,46.87,61.35
2025-08-01 18:18:00,45.58,58.56
2025-08-01 18:20:00,50.03,62.68
2025-08-01 18:22:00,42.46,53.79
2025-08-01 18:24:00,46.22,55.71
2025-08-01 18:26:00,24.65,46.99
2025-08-01 18:28:00,45.36,58.51
2025-08-01 18:30:00,43.81,58.5
2025-08-01 18:32:00,47.24,56.45
2025-08-01 18:34:00,45.45,58.71
2025-08-01 18:36:00,43.37,63.3
2025-08-01 18:38:00,43.74,56.06
2025-08-01 18:40:00,41.68,58.94
2025-08-01 18:42:00,46.11,55.38
2025-08-01 18:44:00,44.94,62.48
2025-08-01 18:46:00,45.4,56.42
2025-08-01 18:48:00,43.7,55.03
2025-08-01 18:50:00,45.1,51.24
2025-08-01 18:52:00,42.96,52.66
2025-08-01 18:54:00,44.88,54.51
2025-08-01 18:56:00,44.41,62.79
2025-08-01 18:58:00,46.63,57.85
2025-08-01 19:00:00,45.36,58.87
2025-08-01 19:02:00,46.42,59.01
2025-08-01 19:04:00,45.76,53.56
2025-08-01 19:06:00,42.13,58.3
2025-08-01 19:08:00,43.39,56.56
2025-08-01 19:10:00,43.74,61.0
2025-08-01 19:12:00,42.15,62.02
2025-08-01 19:14:00,41.87,58.82
2025-08-01 19:16:00,40.25,59.4
2025-08-01 19:18:00,43.42,62.36
2025-08-01 19:20:00,42.73,58.67
2025-08-01 19:22:00,44.57,55.16
2025-08-01 19:24:00,43.33,59.98
2025-08-01 19:26:00,58.76,37.1
2025-08-01 19:28:00,44.55,62.75
2025-08-01 19:30:00,43.54,56.0
2025-08-01 19:32:00,44.55,59.53
2025-08-01 19:34:00,43.0,56.85
2025-08-01 19:36:00,43.58,60.71
2025-08-01 19:38:00,46.96,61.58
2025-08-01 19:40:00,44.46,62.39
2025-08-01 19:42:00,44.01,52.26
2025-08-01 19:44:00,41.17,57.88
2025-08-01 19:46:00,40.57,58.14
2025-08-01 19:48:00,43.31,58.99
2025-08-01 19:50:00,43.05,59.88
2025-08-01 19:52:00,43.54,56.85
2025-08-01 19:54:00,41.19,63.05
2025-08-01 19:56:00,46.36,59.15
2025-08-01 19:58:00,44.53,56.82
2025-08-01 20:00:00,44.36,55.99
2025-08-01 20:02:00,41.47,59.81
2025-08-01 20:04:00,43.75,56.15
2025-08-01 20:06:00,42.76,58.38
2025-08-01 20:08:00,41.54,58.11
2025-08-01 20:10:00,43.4,56.24
2025-08-01 20:12:00,44.04,58.66
2025-08-01 20:14:00,41.12,64.12
2025-08-01 20:16:00,43.2,56.93
2025-08-01 20:18:00,44.9,59.18
2025-08-01 20:20:00,43.95,54.1
2025-08-01 20:22:00,42.22,53.46
2025-08-01 20:24:00,42.97,53.68
2025-08-01 20:26:00,44.11,62.01
2025-08-01 20:28:00,43.31,63.56
2025-08-01 20:30:00,41.64,60.05
2025-08-01 20:32:00,43.08,56.29
2025-08-01 20:34:00,41.82,60.34
2025-08-01 20:36:00,41.45,56.42
2025-08-01 20:38:00,45.0,55.16
2025-08-01 20:40:00,42.07,58.64
2025-08-01 20:42:00,43.48,59.46
2025-08-01 20:44:00,43.92,53.58
2025-08-01 20:46:00,42.42,54.88
2025-08-01 20:48:00,43.71,50.13
2025-08-01 20:50:00,43.29,51.32
2025-08-01 20:52:00,42.8,60.81
2025-08-01 20:54:00,43.34,52.52
2025-08-01 20:56:00,40.55,60.51
2025-08-01 20:58:00,41.57,60.74
2025-08-01 21:00:00,38.46,60.5
2025-08-01 21:02:00,41.35,64.03
2025-08-01 21:04:00,41.71,61.09
2025-08-01 21:06:00,42.79,55.53
2025-08-01 21:08:00,40.96,55.57
2025-08-01 21:10:00,41.54,59.0
2025-08-01 21:12:00,40.01,59.3
2025-08-01 21:14:00,39.09,58.15
2025-08-01 21:16:00,40.09,58.03
2025-08-01 21:18:00,39.07,53.25
2025-08-01 21:20:00,41.72,51.78
2025-08-01 21:22:00,41.96,55.91
2025-08-01 21:24:00,40.3,60.9
2025-08-01 21:26:00,42.57,57.12
2025-08-01 21:28:00,42.61,57.28
2025-08-01 21:30:00,39.69,57.3
2025-08-01 21:32:00,41.68,59.56
2025-08-01 21:34:00,42.02,59.97
2025-08-01 21:36:00,38.51,56.3
2025-08-01 21:38:00,38.03,64.48
2025-08-01 21:40:00,40.89,57.09
2025-08-01 21:42:00,41.71,55.14
2025-08-01 21:44:00,43.41,59.74
2025-08-01 21:46:00,39.69,58.85
2025-08-01 21:48:00,42.7,59.93
2025-08-01 21:50:00,41.71,51.74
2025-08-01 21:52:00,42.89,59.52
2025-08-01 21:54:00,38.71,52.75
2025-08-01 21:56:00,41.27,59.7
2025-08-01 21:58:00,38.25,55.97
2025-08-01 22:00:00,42.22,55.89
2025-08-01 22:02:00,38.58,59.67
2025-08-01 22:04:00,40.26,53.39
2025-08-01 22:06:00,40.71,60.27
2025-08-01 22:08:00,40.06,58.11
